cell_id,x,y
S001,28,47
S001,29,47
S001,30,47
S001,31,47
S001,32,47
S001,33,47
S001,34,47
S001,35,47
S001,36,47
S001,37,47
S001,38,47
S001,39,47
S001,40,47
S001,41,47
S001,42,47
S001,43,47
S001,44,47
S001,45,47
S001,46,47
S001,47,47
S001,48,47
S001,49,47
S001,50,47
S001,51,47
S001,52,47
S001,53,47
S001,54,47
S001,55,47
S001,56,47
S001,24,48
S001,25,48
S001,26,48
S001,27,48
S001,28,48
S001,29,48
S001,30,48
S001,31,48
S001,32,48
S001,33,48
S001,34,48
S001,35,48
S001,36,48
S001,37,48
S001,38,48
S001,39,48
S001,40,48
S001,41,48
S001,42,48
S001,43,48
S001,44,48
S001,45,48
S001,46,48
S001,47,48
S001,48,48
S001,49,48
S001,50,48
S001,51,48
S001,52,48
S001,53,48
S001,54,48
S001,55,48
S001,56,48
S001,25,49
S001,26,49
S001,27,49
S001,28,49
S001,29,49
S001,30,49
S001,31,49
S001,32,49
S001,33,49
S001,34,49
S001,35,49
S001,36,49
S001,37,49
S001,38,49
S001,39,49
S001,40,49
S001,41,49
S001,42,49
S001,43,49
S001,44,49
S001,45,49
S001,46,49
S001,47,49
S001,48,49
S001,49,49
S001,50,49
S001,51,49
S001,52,49
S001,53,49
S001,54,49
S001,55,49
S001,26,50
S001,27,50
S001,28,50
S001,29,50
S001,30,50
S001,31,50
S001,32,50
S001,33,50
S001,34,50
S001,35,50
S001,36,50
S001,37,50
S001,38,50
S001,39,50
S001,40,50
S001,41,50
S001,42,50
S001,43,50
S001,44,50
S001,45,50
S001,46,50
S001,47,50
S001,48,50
S001,49,50
S001,50,50
S001,51,50
S001,52,50
S001,53,50
S001,54,50
S001,26,51
S001,27,51
S001,28,51
S001,29,51
S001,30,51
S001,31,51
S001,32,51
S001,33,51
S001,34,51
S001,35,51
S001,36,51
S001,37,51
S001,38,51
S001,39,51
S001,40,51
S001,41,51
S001,42,51
S001,43,51
S001,44,51
S001,45,51
S001,46,51
S001,47,51
S001,48,51
S001,49,51
S001,50,51
S001,51,51
S001,52,51
S001,53,51
S001,54,51
S001,27,52
S001,28,52
S001,29,52
S001,30,52
S001,31,52
S001,32,52
S001,33,52
S001,34,52
S001,35,52
S001,36,52
S001,37,52
S001,38,52
S001,39,52
S001,40,52
S001,41,52
S001,42,52
S001,43,52
S001,44,52
S001,45,52
S001,46,52
S001,47,52
S001,48,52
S001,49,52
S001,50,52
S001,51,52
S001,52,52
S001,53,52
S001,28,53
S001,29,53
S001,30,53
S001,31,53
S001,32,53
S001,33,53
S001,34,53
S001,35,53
S001,36,53
S001,37,53
S001,38,53
S001,39,53
S001,40,53
S001,41,53
S001,42,53
S001,43,53
S001,44,53
S001,45,53
S001,46,53
S001,47,53
S001,48,53
S001,49,53
S001,50,53
S001,51,53
S001,52,53
S001,29,54
S001,30,54
S001,31,54
S001,32,54
S001,33,54
S001,34,54
S001,35,54
S001,36,54
S001,37,54
S001,38,54
S001,39,54
S001,40,54
S001,41,54
S001,42,54
S001,43,54
S001,44,54
S001,45,54
S001,46,54
S001,47,54
S001,48,54
S001,49,54
S001,50,54
S001,51,54
S001,31,55
S001,32,55
S001,33,55
S001,34,55
S001,35,55
S001,36,55
S001,37,55
S001,38,55
S001,39,55
S001,40,55
S001,41,55
S001,42,55
S001,43,55
S001,44,55
S001,45,55
S001,46,55
S001,47,55
S001,48,55
S001,49,55
S001,32,56
S001,33,56
S001,34,56
S001,35,56
S001,36,56
S001,37,56
S001,38,56
S001,39,56
S001,40,56
S001,41,56
S001,42,56
S001,43,56
S001,44,56
S001,45,56
S001,46,56
S001,47,56
S001,48,56
S001,35,57
S001,36,57
S001,37,57
S001,38,57
S001,39,57
S001,40,57
S001,41,57
S001,42,57
S001,43,57
S001,44,57
S001,45,57
S001,40,58
S002,90,24
S002,86,25
S002,87,25
S002,88,25
S002,89,25
S002,90,25
S002,91,25
S002,92,25
S002,93,25
S002,94,25
S002,84,26
S002,85,26
S002,86,26
S002,87,26
S002,88,26
S002,89,26
S002,90,26
S002,91,26
S002,92,26
S002,93,26
S002,94,26
S002,95,26
S002,96,26
S002,83,27
S002,84,27
S002,85,27
S002,86,27
S002,87,27
S002,88,27
S002,89,27
S002,90,27
S002,91,27
S002,92,27
S002,93,27
S002,94,27
S002,95,27
S002,96,27
S002,97,27
S002,82,28
S002,83,28
S002,84,28
S002,85,28
S002,86,28
S002,87,28
S002,88,28
S002,89,28
S002,90,28
S002,91,28
S002,92,28
S002,93,28
S002,94,28
S002,95,28
S002,96,28
S002,97,28
S002,98,28
S002,81,29
S002,82,29
S002,83,29
S002,84,29
S002,85,29
S002,86,29
S002,87,29
S002,88,29
S002,89,29
S002,90,29
S002,91,29
S002,92,29
S002,93,29
S002,94,29
S002,95,29
S002,96,29
S002,97,29
S002,98,29
S002,99,29
S002,81,30
S002,82,30
S002,83,30
S002,84,30
S002,85,30
S002,86,30
S002,87,30
S002,88,30
S002,89,30
S002,90,30
S002,91,30
S002,92,30
S002,93,30
S002,94,30
S002,95,30
S002,96,30
S002,97,30
S002,98,30
S002,99,30
S002,80,31
S002,81,31
S002,82,31
S002,83,31
S002,84,31
S002,85,31
S002,86,31
S002,87,31
S002,88,31
S002,89,31
S002,90,31
S002,91,31
S002,92,31
S002,93,31
S002,94,31
S002,95,31
S002,96,31
S002,97,31
S002,98,31
S002,99,31
S002,100,31
S002,80,32
S002,81,32
S002,82,32
S002,83,32
S002,84,32
S002,85,32
S002,86,32
S002,87,32
S002,88,32
S002,89,32
S002,90,32
S002,91,32
S002,92,32
S002,93,32
S002,94,32
S002,95,32
S002,96,32
S002,97,32
S002,98,32
S002,99,32
S002,100,32
S002,80,33
S002,81,33
S002,82,33
S002,83,33
S002,84,33
S002,85,33
S002,86,33
S002,87,33
S002,88,33
S002,89,33
S002,90,33
S002,91,33
S002,92,33
S002,93,33
S002,94,33
S002,95,33
S002,96,33
S002,97,33
S002,98,33
S002,99,33
S002,100,33
S002,80,34
S002,81,34
S002,82,34
S002,83,34
S002,84,34
S002,85,34
S002,86,34
S002,87,34
S002,88,34
S002,89,34
S002,90,34
S002,91,34
S002,92,34
S002,93,34
S002,94,34
S002,95,34
S002,96,34
S002,97,34
S002,98,34
S002,99,34
S002,100,34
S002,79,35
S002,80,35
S002,81,35
S002,82,35
S002,83,35
S002,84,35
S002,85,35
S002,86,35
S002,87,35
S002,88,35
S002,89,35
S002,90,35
S002,91,35
S002,92,35
S002,93,35
S002,94,35
S002,95,35
S002,96,35
S002,97,35
S002,98,35
S002,99,35
S002,100,35
S002,101,35
S002,80,36
S002,81,36
S002,82,36
S002,83,36
S002,84,36
S002,85,36
S002,86,36
S002,87,36
S002,88,36
S002,89,36
S002,90,36
S002,91,36
S002,92,36
S002,93,36
S002,94,36
S002,95,36
S002,96,36
S002,97,36
S002,98,36
S002,99,36
S002,100,36
S002,80,37
S002,81,37
S002,82,37
S002,83,37
S002,84,37
S002,85,37
S002,86,37
S002,87,37
S002,88,37
S002,89,37
S002,90,37
S002,91,37
S002,92,37
S002,93,37
S002,94,37
S002,95,37
S002,96,37
S002,97,37
S002,98,37
S002,99,37
S002,100,37
S002,80,38
S002,81,38
S002,82,38
S002,83,38
S002,84,38
S002,85,38
S002,86,38
S002,87,38
S002,88,38
S002,89,38
S002,90,38
S002,91,38
S002,92,38
S002,93,38
S002,94,38
S002,95,38
S002,96,38
S002,97,38
S002,98,38
S002,99,38
S002,100,38
S002,80,39
S002,81,39
S002,82,39
S002,83,39
S002,84,39
S002,85,39
S002,86,39
S002,87,39
S002,88,39
S002,89,39
S002,90,39
S002,91,39
S002,92,39
S002,93,39
S002,94,39
S002,95,39
S002,96,39
S002,97,39
S002,98,39
S002,99,39
S002,100,39
S002,81,40
S002,82,40
S002,83,40
S002,84,40
S002,85,40
S002,86,40
S002,87,40
S002,88,40
S002,89,40
S002,90,40
S002,91,40
S002,92,40
S002,93,40
S002,94,40
S002,95,40
S002,96,40
S002,97,40
S002,98,40
S002,99,40
S002,81,41
S002,82,41
S002,83,41
S002,84,41
S002,85,41
S002,86,41
S002,87,41
S002,88,41
S002,89,41
S002,90,41
S002,91,41
S002,92,41
S002,93,41
S002,94,41
S002,95,41
S002,96,41
S002,97,41
S002,98,41
S002,99,41
S002,82,42
S002,83,42
S002,84,42
S002,85,42
S002,86,42
S002,87,42
S002,88,42
S002,89,42
S002,90,42
S002,91,42
S002,92,42
S002,93,42
S002,94,42
S002,95,42
S002,96,42
S002,97,42
S002,98,42
S002,83,43
S002,84,43
S002,85,43
S002,86,43
S002,87,43
S002,88,43
S002,89,43
S002,90,43
S002,91,43
S002,92,43
S002,93,43
S002,94,43
S002,95,43
S002,96,43
S002,97,43
S002,84,44
S002,85,44
S002,86,44
S002,87,44
S002,88,44
S002,89,44
S002,90,44
S002,91,44
S002,92,44
S002,93,44
S002,94,44
S002,95,44
S002,96,44
S002,86,45
S002,87,45
S002,88,45
S002,89,45
S002,90,45
S002,91,45
S002,92,45
S002,93,45
S002,94,45
S002,90,46
